3/31/2020 22:41,b'RT @Disney: #Frozen2 is now streaming on #DisneyPlus \xe2\x9d\x84\xef\xb8\x8f \xf0\x9f\x8d\x82 https://t.co/xb2MyfDc2E'
,
3/31/2020 22:41,"b'RT @DisneyAnimation: For this shot in ""Show Yourself,"" the Lighting team designed a pattern of dancing light.  The pattern was fixed onto a\xe2\x80\xa6'"
,
3/31/2020 22:40,b'#WaltDisneyAnimationStudios Shares a drawing lesson with the supervising animator of #Elsa from #Frozen and #Frozen2 as part of their #DrawWithDisneyAnimation series: https://t.co/NGfYtDLqZv https://t.co/Llw3Zo2UVg'
,
3/31/2020 22:38,"b'RT @honeymarens: introducing her majesty, queen anna of arendelle!! \xf0\x9f\xa5\xb0\xf0\x9f\x92\x95 #Frozen2 #ACNH https://t.co/vOppwWeKvX'"
,
3/31/2020 22:37,"b""@DisneyPlusUK is #Frozen2 coming to the service in the UK? My kids would love to be at home with Elsa and Anna as they can't go anywhere else at the minute. https://t.co/FIxIKVW84F"""
,
3/31/2020 22:36,"b'RT @DisneyAnimation: For this shot in ""Show Yourself,"" the Lighting team designed a pattern of dancing light.  The pattern was fixed onto a\xe2\x80\xa6'"
,
3/31/2020 22:35,b'RT @pj_campbell: Our #Frozen2 watch-a-long is now available in audio form! Hit any one of these convenient links below to have revisit the\xe2\x80\xa6'
,
3/31/2020 22:35,b'RT @Disney: #Frozen2 is now streaming on #DisneyPlus \xe2\x9d\x84\xef\xb8\x8f \xf0\x9f\x8d\x82 https://t.co/xb2MyfDc2E'
,
3/31/2020 22:35,"b'RT @disneyplus: Show yourself... if you\xe2\x80\x99ve had #Frozen2 on repeat! After you finish it, try out the series premiere of Disney Insider and d\xe2\x80\xa6'"
,
3/31/2020 22:35,b'RT @disneyplus: Surprise! #Frozen2 is coming early to #DisneyPlus. Start streaming this Sunday. https://t.co/5xXAFCGArV'
,
3/31/2020 22:34,"b'RT @DisneyAnimation: For this shot in ""Show Yourself,"" the Lighting team designed a pattern of dancing light.  The pattern was fixed onto a\xe2\x80\xa6'"
,
3/31/2020 22:33,"b'RT @disneyplus: It\xe2\x80\x99s here! #Frozen2 is now streaming on #DisneyPlus in the US. Coming to Canada, Netherlands, Australia and New Zealand thi\xe2\x80\xa6'"
,
3/31/2020 22:33,"b'RT @DisneyAnimation: For this shot in ""Show Yourself,"" the Lighting team designed a pattern of dancing light.  The pattern was fixed onto a\xe2\x80\xa6'"
,
3/31/2020 22:33,b'RT @Disney: #Frozen2 is now streaming on #DisneyPlus \xe2\x9d\x84\xef\xb8\x8f \xf0\x9f\x8d\x82 https://t.co/xb2MyfDc2E'
,
3/31/2020 22:33,"b'RT @disneyplus: Samantha?! No, but Bruni, Kristoff, Sven, and more #Frozen2 favorites are now available as profile icons on #DisneyPlus.\xe2\x80\xa6'"
,
3/31/2020 22:33,"b'RT @disneyplus: It began with two sisters\xe2\x80\xa6 #Frozen2 is now streaming on #DisneyPlus in the U.S., Canada, The Netherlands, Australia and New\xe2\x80\xa6'"
,
3/31/2020 22:32,b'RT @disneyplus: \xe2\x9d\x84\xef\xb8\x8f #Frozen2 is now streaming on #DisneyPlus. \xf0\x9f\x8d\x82 https://t.co/TwsrBQ8iAq'
,
